,Total_sqr_footage,GarageFinish,OverallCond,AllPorchSF,Condition1,OverallQual_3,AllSF,Neighborhood,SimplOverallCond,TotalSF,OverallQual_sq,AllFlrsSF_3,BsmtExposure,GarageYrBlt,MSZoning,CentralAir,YearBuilt,OverallQual,BsmtFinSF1,AllSF_3,OverallGrade,LotArea_log,LotArea,SaleCondition,AllSF_2,Functional,TotalSF_log,YrBltAndRemod,SimplOverallQual_sq,GarageScore_3,SimplFireplaceQu,GarageCars_log,KitchenScore,AllFlrsSF_sq,1stFlrSF_log,HalfBath,Foundation,KitchenQual_sq,FireplaceQu,KitchenQual_3,GarageQual,GrLivArea,GarageScore,TotRmsAbvGrd_log,TotalBsmtSF,YearRemodAdd_log,FullBath,SimplOverallQual,ExterGrade,TotalBath_sq,HalfBath_log,2ndFlrSF_log,SimplExterGrade,GrLivArea_sq,OpenPorchSF_log,AllFlrsSF_2,SimplGarageScore,YearRemodAdd,SimplBsmtFinType1,SaleType,BldgType,TotRmsAbvGrd,SimplOverallGrade,SimplKitchenScore,PavedDrive,2ndFlrSF,GarageCars_sq,LotFrontage,LotFrontage_log,SimplExterQual,GarageCars,GarageArea,SimplGarageCond,Fireplaces,HeatingQC,GarageCond,SimplOverallQual_2,GrLivArea_2,BsmtUnfSF,ExterQual,OverallQual_2,OpenPorchSF,LotShape,GarageScore_2,GrLivArea_3,FireplaceScore,BsmtFullBath,BsmtFinType1,SimplGarageQual,GarageScore_sq,SimplFireplaceScore,KitchenQual_2,BsmtUnfSF_log,BedroomAbvGr,TotalBath_3,hasfireplace,MoSold,ExterQual_3,SimplHeatingQC,SimplBsmtQual,AllSF_sq,BsmtQual,YrSold,BsmtFinSF1_log,TotalBath_2,ScreenPorch_log,hasgarage,MasVnrArea,GarageArea_log,WoodDeckSF_log,GarageType,TotalBsmtSF_log,ExterQual_sq,TotalBath,KitchenQual,GarageCars_3,SimplFunctional,AllFlrsSF,1stFlrSF,ScreenPorch,GrLivArea_log,GarageGrade,Fireplaces_log,BsmtFullBath_log,ExterQual_2,SimplOverallQual_3,GarageCars_2,SimplKitchenQual,y
867,2052,RFn,5,168,Feedr,64,2160,Sawyer,2,2160,2.0,1404928000,0.0,1961.0,RL,Y,1961,4,932,10077696000,20,8.849513965486398,6970,Normal,4665600,8,7.6783263565068856,3922,1.4142135623730951,4346707968.0,,1.0986122886681098,2,33.46640106136302,7.02197642307216,1,CBlock,1.4142135623730951,,8,3.0,1120,1632.0,1.791759469228055,1040,7.581719640125308,1,2,9,1.5811388300841898,0.6931471805599453,0.0,1,33.46640106136302,0.0,1254400,544.0,1961,2.0,WD,1Fam,5,4,1,2,0,1.4142135623730951,85.0,4.454347296253507,1,2,544,1.0,0,3,3.0,4,1254400,108,3,16,0,4,2663424.0,1404928000,,1,5.0,1.0,40.39801975344831,,4,4.6913478822291435,3,15.625,0,5,27,1,1.0,46.475800154489,3.0,2007,6.838405200847344,6.25,0.0,1,0.0,6.300785794663244,5.1298987149230735,Attchd,6.947937068614969,1.7320508075688772,2.5,2,8,4,1120,1120,0,7.02197642307216,9.0,0.0,0.6931471805599453,9,8,4,1,11.767575435251748
868,2267,Unf,6,264,Feedr,125,2320,Gilbert,2,2267,2.23606797749979,11650768163,,1979.0,RL,Y,1948,5,0,12487168000,30,9.599879329534089,14762,Normal,5382400,8,7.7266536648476425,3898,1.4142135623730951,8193540096.0,1.0,1.0986122886681098,3,47.61302342846965,7.344719054149673,0,Slab,1.7320508075688772,3.0,27,3.0,2320,2016.0,2.0794415416798357,0,7.576097340623111,2,2,9,1.4142135623730951,0.0,6.580639137284949,1,48.16637831516918,4.976733742420574,5139289,672.0,1950,,WD,1Fam,7,4,1,1,720,1.4142135623730951,,,1,2,672,1.0,1,4,3.0,4,5382400,0,3,25,144,2,4064256.0,12487168000,3.0,0,,1.0,44.8998886412873,1.0,9,0.0,2,8.0,1,5,27,2,,48.16637831516918,,2006,0.0,4.0,0.0,1,0.0,6.511745329644728,4.795790545596741,Attchd,0.0,1.7320508075688772,2.0,3,8,4,2267,1547,0,7.749753406274437,9.0,0.6931471805599453,0.0,9,8,4,1,12.037659911047468
869,2699,Fin,5,246,Norm,343,2999,SawyerW,2,2999,2.6457513110645907,7403473349,0.0,1993.0,RL,Y,1993,7,750,26973008999,35,9.204221690968005,9938,Normal,8994001,8,8.006367567650246,3987,1.7320508075688772,5106219048.0,1.0,1.0986122886681098,4,44.14748010928823,6.968850378341948,1,PConc,2.0,3.0,64,3.0,1949,1722.0,2.1972245773362196,1050,7.598399329323964,2,3,12,1.8708286933869707,0.6931471805599453,6.78897174299217,2,44.14748010928823,4.51085950651685,3798601,574.0,1994,2.0,WD,1Fam,8,6,2,2,887,1.4142135623730951,80.0,4.394449154672439,2,2,574,1.0,1,5,3.0,9,3798601,300,4,49,90,4,2965284.0,7403473349,3.0,1,6.0,1.0,41.49698784249286,1.0,16,5.707110264748875,3,42.875,1,6,64,2,2.0,54.76312628037227,4.0,2010,6.621405651764134,12.25,0.0,1,246.0,6.354370040797351,5.056245805348308,Attchd,6.957497370876951,2.0,3.5,4,8,4,1949,1062,0,7.575584651557793,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.371591321286905
870,894,Unf,5,0,PosN,125,1788,NAmes,2,1788,2.23606797749979,714516984,0.0,1962.0,RL,N,1962,5,0,5716135872,25,8.79497643168877,6600,Normal,3196944,8,7.489412083508719,3924,1.4142135623730951,788889024.0,,0.6931471805599453,3,29.899832775452108,6.796823718274855,0,CBlock,1.7320508075688772,,27,3.0,894,924.0,1.791759469228055,894,7.5822291942764615,1,2,9,1.0,0.0,0.0,1,29.899832775452108,0.0,799236,308.0,1962,1.0,WD,1Fam,5,4,1,2,0,1.0,60.0,4.110873864173311,1,1,308,1.0,0,4,3.0,4,799236,894,3,25,0,4,853776.0,714516984,,0,1.0,1.0,30.397368307141328,,9,6.796823718274855,2,1.0,0,8,27,2,1.0,42.28474902373195,3.0,2009,0.0,1.0,0.0,1,0.0,5.733341276897746,0.0,Detchd,6.796823718274855,1.7320508075688772,1.0,3,1,4,894,894,0,6.796823718274855,9.0,0.0,0.0,9,8,1,1,11.603688960617083
871,2187,RFn,5,77,Norm,216,2486,CollgCr,2,2486,2.449489742783178,4758586568,0.0,1998.0,RL,Y,1998,6,505,15363967256,30,9.076923258535832,8750,Normal,6180196,8,7.818832443803404,3996,1.4142135623730951,3862503009.0,,1.0986122886681098,4,41.012193308819754,6.690842277418564,1,PConc,2.0,,64,3.0,1682,1569.0,2.0794415416798357,804,7.6004023345004,2,2,9,1.5811388300841898,0.6931471805599453,6.778784897685177,1,41.012193308819754,4.356708826689592,2829124,523.0,1998,2.0,WD,1Fam,7,4,2,2,878,1.4142135623730951,70.0,4.2626798770413155,1,2,523,1.0,0,5,3.0,4,2829124,299,3,36,77,4,2461761.0,4758586568,,0,6.0,1.0,39.61060464067672,,16,5.703782474656201,3,15.625,0,6,27,2,2.0,49.85980344927164,4.0,2010,6.226536669287466,6.25,0.0,1,116.0,6.261491684321042,0.0,Attchd,6.690842277418564,1.7320508075688772,2.5,4,8,4,1682,804,0,7.428333194190806,9.0,0.0,0.0,9,8,4,2,12.208574513247495
872,910,Unf,7,346,Norm,125,1015,NAmes,3,1015,2.23606797749979,753571000,2.0,1953.0,RL,Y,1953,5,0,1045678375,35,9.09301972939964,8892,Normal,1030225,8,6.923628628138427,3949,1.4142135623730951,1915864488.0,,1.0986122886681098,4,30.166206257996713,6.814542897259958,0,Stone,2.0,,64,3.0,910,1242.0,1.791759469228055,105,7.599401333415815,1,2,12,1.0,0.0,0.0,2,30.166206257996713,0.0,828100,414.0,1996,1.0,WD,1Fam,5,6,2,2,0,1.4142135623730951,74.0,4.31748811353631,2,2,414,1.0,0,4,3.0,4,828100,105,4,25,0,4,1542564.0,753571000,,0,1.0,1.0,35.24202037341219,,16,4.663439094112067,3,1.0,0,10,64,2,1.0,31.85906464414798,3.0,2008,0.0,1.0,0.0,1,0.0,6.028278520230698,5.2832037287379885,Attchd,4.663439094112067,2.0,1.0,4,8,4,910,910,0,6.814542897259958,9.0,0.0,0.0,16,8,4,2,11.661354090741
873,1411,Unf,7,28,Norm,125,2100,NAmes,3,1868,2.23606797749979,1111934656,0.0,1949.0,RL,Y,1949,5,375,9261000000,35,9.404672841436273,12144,Normal,4410000,8,7.533158807455563,3899,1.4142135623730951,644972544.0,2.0,0.6931471805599453,3,32.18695387886216,6.9440872082295275,0,CBlock,1.7320508075688772,4.0,27,3.0,1268,864.0,1.9459101490553132,832,7.576097340623111,1,2,12,1.0,0.0,0.0,2,35.608987629529715,3.367295829986474,1073296,288.0,1950,1.0,WD,1Fam,6,6,1,2,0,1.0,60.0,4.110873864173311,2,1,288,1.0,1,4,3.0,4,1607824,457,4,25,28,4,746496.0,2038720832,4.0,0,3.0,1.0,29.393876913398138,2.0,9,6.126869184114185,3,1.0,1,9,64,2,1.0,45.8257569495584,3.0,2009,5.929589143389895,1.0,0.0,1,0.0,5.666426688112432,0.0,Attchd,6.725033642166843,2.0,1.0,3,1,4,1036,1036,0,7.1459844677143876,9.0,0.6931471805599453,0.0,16,8,1,1,11.798111925972618
874,1131,Unf,6,26,Artery,125,1807,OldTown,2,1807,2.23606797749979,1446731091,0.0,1941.0,RM,Y,1941,5,0,5900304943,30,8.651898894268529,5720,Abnorml,3265249,8,7.4999765409521215,3891,1.4142135623730951,216000000.0,,0.6931471805599453,3,33.63034344160047,6.517671272912275,1,CBlock,1.7320508075688772,,27,3.0,1131,600.0,1.791759469228055,676,7.576097340623111,1,2,9,1.224744871391589,0.6931471805599453,6.1224928095143865,1,33.63034344160047,0.0,1279161,200.0,1950,1.0,WD,1Fam,5,4,1,2,455,1.0,52.0,3.970291913552122,1,1,200,1.0,0,5,3.0,4,1279161,676,3,25,0,4,360000.0,1446731091,,0,1.0,1.0,24.49489742783178,,9,6.517671272912275,3,3.375,0,8,27,2,1.0,42.50882261366456,3.0,2009,0.0,2.25,0.0,1,0.0,5.303304908059076,3.295836866004329,Detchd,6.517671272912275,1.7320508075688772,1.5,3,1,4,1131,676,0,7.0317412587631285,9.0,0.0,0.0,9,8,1,1,11.104972264124868
875,2674,Fin,5,572,Norm,512,3794,Somerst,2,3794,2.8284271247461903,17779581000,2.0,2007.0,FV,Y,2007,8,64,54612490184,40,9.105090961257085,9000,Partial,14394436,8,8.24143968982973,4014,1.7320508075688772,4492125000.0,2.0,1.0986122886681098,5,51.088159097779204,7.077498053569231,1,PConc,2.23606797749979,4.0,125,3.0,2610,1650.0,2.4849066497880004,1184,7.60489448081162,2,3,12,1.5811388300841898,0.6931471805599453,7.2633296174768365,2,51.088159097779204,5.8998973535824915,6812100,550.0,2007,2.0,New,1Fam,11,6,2,2,1426,1.4142135623730951,75.0,4.330733340286331,2,2,550,1.0,1,5,3.0,9,6812100,1120,4,64,364,4,2722500.0,17779581000,4.0,0,6.0,1.0,40.620192023179804,2.0,25,7.02197642307216,4,15.625,1,8,64,2,2.0,61.59545437773797,4.0,2007,4.174387269895637,6.25,0.0,1,0.0,6.311734809152915,5.342334251964811,BuiltIn,7.077498053569231,2.0,2.5,5,8,4,2610,1184,0,7.8674885686991285,9.0,0.6931471805599453,0.0,16,27,4,2,12.623064399210183
876,1673,Unf,5,0,Norm,64,2104,Mitchel,2,2104,2.0,1124864000,3.0,1963.0,RL,Y,1963,4,633,9314020864,20,10.138045708665592,25286,Normal,4426816,8,7.652070746116482,3926,1.4142135623730951,7346640384.0,,1.0986122886681098,3,32.2490309931942,6.947937068614969,0,PConc,1.7320508075688772,,27,3.0,1040,1944.0,1.791759469228055,1064,7.582738488914411,1,2,9,1.4142135623730951,0.0,0.0,1,32.2490309931942,0.0,1081600,648.0,1963,2.0,WD,1Fam,5,4,1,2,0,1.4142135623730951,94.0,4.553876891600541,1,2,648,1.0,0,4,3.0,4,1081600,431,3,16,0,4,3779136.0,1124864000,,1,5.0,1.0,44.090815370097204,,9,6.068425588244111,3,8.0,0,1,27,2,1.0,45.86937976471886,3.0,2007,6.452048954437226,4.0,0.0,1,0.0,6.47543271670409,0.0,Attchd,6.970730078143525,1.7320508075688772,2.0,3,8,4,1040,1040,0,6.947937068614969,9.0,0.0,0.6931471805599453,9,8,4,1,11.792456911128632
877,3394,Fin,5,184,Norm,729,3686,NridgHt,2,3686,3.0,11000295424,0.0,2004.0,RL,Y,2004,9,1170,50080192856,45,9.086476384753796,8834,Normal,13586596,8,8.212568398234145,4009,1.7320508075688772,10852576344.0,2.0,1.3862943611198906,5,47.15930449020638,7.288244401020124,1,PConc,2.23606797749979,4.0,125,3.0,2224,2214.0,2.3978952727983707,1462,7.603897968521881,2,3,12,1.8708286933869707,0.6931471805599453,6.637258031284457,2,47.15930449020638,0.0,4946176,738.0,2005,2.0,WD,1Fam,10,6,2,2,762,1.7320508075688772,74.0,4.31748811353631,2,3,738,1.0,1,5,3.0,9,4946176,292,4,81,0,4,4901796.0,11000295424,4.0,1,6.0,1.0,47.05316142407437,2.0,25,5.680172609017068,4,42.875,1,6,64,2,2.0,60.71243694664216,5.0,2009,7.065613363597717,12.25,0.0,1,216.0,6.6052979209482015,5.220355825078324,Attchd,7.288244401020124,2.0,3.5,5,27,4,2224,1462,0,7.707512194600341,9.0,0.6931471805599453,0.6931471805599453,16,27,9,2,12.765691290604371
878,2054,Unf,7,192,Norm,125,2264,Sawyer,3,2264,2.23606797749979,1540798875,2.0,1987.0,RL,Y,1961,5,899,11604575744,35,9.37441309371334,11782,Normal,5125696,6,7.725330037917135,3956,1.4142135623730951,5159780352.0,,1.0986122886681098,4,33.98529093593286,7.052721049232323,0,CBlock,2.0,,64,3.0,1155,1728.0,1.9459101490553132,1109,7.59890045687141,1,2,9,1.4142135623730951,0.0,0.0,1,33.98529093593286,0.0,1334025,576.0,1995,2.0,WD,1Fam,6,6,2,2,0,1.4142135623730951,88.0,4.48863636973214,1,2,576,1.0,0,3,3.0,4,1334025,210,3,25,0,3,2985984.0,1540798875,,1,5.0,1.0,41.569219381653056,,16,5.351858133476067,3,8.0,0,6,27,1,1.0,47.58150901348127,3.0,2010,6.802394763324311,4.0,0.0,1,0.0,6.3578422665081,5.262690188904886,Detchd,7.01211529430638,1.7320508075688772,2.0,4,8,3,1155,1155,0,7.052721049232323,9.0,0.0,0.6931471805599453,9,8,4,2,11.904974309480183
879,1510,Unf,8,0,Norm,125,1728,CollgCr,3,1728,2.23606797749979,644972544,0.0,1978.0,RL,Y,1978,5,646,5159780352,40,8.853808274977197,7000,Normal,2985984,8,7.455298485683291,3983,1.4142135623730951,1024192512.0,,0.6931471805599453,3,29.393876913398138,6.762729506931879,0,CBlock,1.7320508075688772,,27,3.0,864,1008.0,1.9459101490553132,864,7.603897968521881,1,2,16,1.4142135623730951,0.0,0.0,4,29.393876913398138,0.0,746496,336.0,2005,2.0,WD,1Fam,6,6,1,2,0,1.0,,,2,1,336,1.0,0,5,3.0,4,746496,218,4,25,0,3,1016064.0,644972544,,1,5.0,1.0,31.74901573277509,,9,5.389071729816501,3,8.0,0,7,64,2,1.0,41.569219381653056,3.0,2009,6.472346294500901,4.0,0.0,1,90.0,5.820082930352362,0.0,Attchd,6.762729506931879,2.0,2.0,3,1,4,864,864,0,6.762729506931879,9.0,0.0,0.6931471805599453,16,8,1,1,11.824087219587643
880,2070,Fin,5,49,Norm,125,2180,Edwards,2,2180,2.23606797749979,1295029000,0.0,2005.0,RL,Y,2005,5,980,10360232000,25,8.857230494201946,7024,Normal,4752400,8,7.687538766201629,4011,1.4142135623730951,2460375000.0,,1.0986122886681098,3,33.015148038438355,6.994849985833071,1,PConc,1.7320508075688772,,27,3.0,1090,1350.0,1.791759469228055,1090,7.604396348796338,1,2,9,1.5811388300841898,0.6931471805599453,0.0,1,33.015148038438355,3.912023005428146,1188100,450.0,2006,2.0,WD,1Fam,5,4,1,2,0,1.4142135623730951,60.0,4.110873864173311,1,2,450,1.0,0,4,3.0,4,1188100,110,3,25,49,4,1822500.0,1295029000,,1,5.0,1.0,36.742346141747674,,9,4.709530201312334,2,15.625,0,6,27,2,2.0,46.69047011971501,5.0,2007,6.8885724595653635,6.25,0.0,1,0.0,6.111467339502679,0.0,Attchd,6.994849985833071,1.7320508075688772,2.5,3,8,4,1090,1090,0,6.994849985833071,9.0,0.0,0.6931471805599453,9,8,4,1,11.964007453736912
881,2619,RFn,5,204,Norm,343,2873,Timber,2,2873,2.6457513110645907,5061868813,1.0,1990.0,RL,Y,1990,7,902,23714112617,35,9.529448434427817,13758,Normal,8254129,8,7.96346006663897,3981,1.7320508075688772,1728000000.0,1.0,1.0986122886681098,4,41.43669871020132,7.080026499922591,1,CBlock,2.0,3.0,64,3.0,1717,1200.0,2.0794415416798357,1156,7.596894438144544,2,3,16,1.5811388300841898,0.6931471805599453,6.274762021241939,4,41.43669871020132,3.6109179126442243,2948089,400.0,1991,1.0,WD,1Fam,7,6,2,2,530,1.4142135623730951,44.0,3.8066624897703196,2,2,400,1.0,1,5,3.0,9,2948089,254,4,49,36,3,1440000.0,5061868813,3.0,0,2.0,1.0,34.64101615137755,1.0,16,5.541263545158426,3,15.625,1,4,64,2,2.0,53.600373133029585,4.0,2007,6.805722553416985,6.25,0.0,1,117.0,5.993961427306569,5.1298987149230735,Attchd,7.053585727193677,2.0,2.5,4,8,4,1717,1187,0,7.4489161025442,9.0,0.6931471805599453,0.0,16,27,4,2,12.141539457711714
882,1593,RFn,5,382,Norm,216,2401,Gilbert,2,2401,2.449489742783178,4042474857,0.0,1993.0,RL,Y,1992,6,0,13841287201,30,9.173365135851288,9636,Normal,5764801,8,7.784057002639929,3985,1.4142135623730951,1589324463.0,1.0,1.0986122886681098,3,39.91240408695021,6.695798917058491,1,PConc,1.7320508075688772,3.0,27,3.0,1593,1167.0,2.0794415416798357,808,7.597897950521784,2,2,9,1.5811388300841898,0.6931471805599453,6.666956792429207,1,39.91240408695021,3.713572066704308,2537649,389.0,1993,1.0,WD,1Fam,7,4,1,2,785,1.4142135623730951,,,1,2,389,1.0,1,4,3.0,4,2537649,808,3,36,40,3,1361889.0,4042474857,3.0,0,1.0,1.0,34.161381705077446,1.0,9,6.695798917058491,3,15.625,1,12,27,2,2.0,49.0,4.0,2009,0.0,6.25,0.0,1,0.0,5.966146739123692,5.8377304471659395,BuiltIn,6.695798917058491,1.7320508075688772,2.5,3,8,4,1593,808,0,7.374001859350161,9.0,0.6931471805599453,0.0,9,8,4,1,12.08954444723597
883,1749,Unf,5,188,Norm,64,3025,SWISU,2,2544,2.0,5350192749,0.0,1997.0,RL,N,1912,4,0,27680640625,20,8.733110697638708,6204,Normal,9150625,8,7.841885928984623,3862,1.4142135623730951,2299968000.0,,0.6931471805599453,3,41.82104733265297,6.86171134048073,0,PConc,1.7320508075688772,,27,3.0,2230,1320.0,2.3978952727983707,795,7.576097340623111,1,2,12,1.4142135623730951,0.0,6.679599185844383,2,47.22287581247038,5.241747015059643,3059001,440.0,1950,1.0,WD,1Fam,10,4,1,2,795,1.0,60.0,4.110873864173311,2,1,440,2.0,0,3,4.0,4,4972900,795,4,16,188,4,1742400.0,11089567000,,1,1.0,1.0,36.3318042491699,,9,6.679599185844383,5,8.0,0,3,64,1,1.0,55.0,3.0,2006,0.0,4.0,0.0,1,0.0,6.089044875446846,0.0,Detchd,6.679599185844383,2.0,2.0,3,1,4,1749,954,0,7.7102051944325325,12.0,0.0,0.6931471805599453,16,8,1,1,11.682676678340282
884,1324,RFn,5,0,Norm,125,1784,NAmes,2,1784,2.23606797749979,709732288,0.0,1967.0,RL,Y,1967,5,432,5677858304,25,8.875007486048396,7150,Normal,3182656,8,7.487173694213739,3934,1.4142135623730951,644972544.0,,0.6931471805599453,3,29.866369046136157,6.794586580876499,0,CBlock,1.7320508075688772,,27,3.0,892,864.0,1.791759469228055,892,7.584773077612199,1,2,9,1.0,0.0,0.0,1,29.866369046136157,0.0,795664,288.0,1967,2.0,WD,1Fam,5,4,1,2,0,1.0,65.0,4.189654742026425,1,1,288,1.0,0,3,3.0,4,795664,460,3,25,0,4,746496.0,709732288,,0,4.0,1.0,29.393876913398138,,9,6.133398042996649,3,1.0,0,7,27,1,1.0,42.23742416388575,3.0,2009,6.07073772800249,1.0,0.0,1,60.0,5.666426688112432,0.0,Attchd,6.794586580876499,1.7320508075688772,1.0,3,1,4,892,892,0,6.794586580876499,9.0,0.0,0.0,9,8,1,1,11.51293546492023
885,2947,Fin,5,162,Norm,729,3407,Somerst,2,3407,3.0,4991443829,2.0,1999.0,FV,Y,1999,9,1238,39547260143,45,8.540909718033554,5119,Abnorml,11607649,8,8.133880887949207,3999,1.7320508075688772,3497963832.0,1.0,1.0986122886681098,4,41.340053217188775,7.444248649496705,0,PConc,2.0,3.0,64,3.0,1709,1518.0,1.791759469228055,1698,7.601402334583733,2,3,12,1.7320508075688772,0.0,0.0,2,41.340053217188775,4.189654742026425,2920681,506.0,2000,2.0,CWD,TwnhsE,5,6,2,2,0,1.4142135623730951,50.0,3.9318256327243257,2,2,506,1.0,1,5,3.0,9,2920681,460,4,81,65,3,2304324.0,4991443829,3.0,1,6.0,1.0,38.961519477556315,1.0,16,6.133398042996649,2,27.0,1,1,64,2,2.0,58.36951259004995,5.0,2008,7.122059881629142,9.0,0.0,1,60.0,6.2285110035911835,4.584967478670572,Attchd,7.4377951216719325,2.0,3.0,4,8,4,1709,1709,0,7.444248649496705,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.70351207261035
886,2240,Fin,5,326,Norm,125,3338,NAmes,2,3338,2.23606797749979,5017776128,0.0,2005.0,RL,Y,1959,5,528,37192810472,25,9.035272443893536,8393,Family,11142244,8,8.113426639943654,3964,1.4142135623730951,5489031744.0,,1.0986122886681098,6,41.376321731154405,7.44600149832412,0,CBlock,1.7320508075688772,,27,3.0,1712,1764.0,2.1972245773362196,1626,7.603897968521881,2,2,9,1.4142135623730951,0.0,0.0,1,41.376321731154405,4.007333185232471,2930944,588.0,2005,1.0,WD,Duplex,8,4,2,2,0,1.4142135623730951,70.0,4.2626798770413155,1,2,588,1.0,0,5,3.0,4,2930944,1098,3,25,54,4,3111696.0,5017776128,,0,2.0,1.0,42.0,,9,7.002155954403621,4,8.0,0,6,27,2,1.0,57.77542730261716,3.0,2006,6.270988431858299,4.0,0.0,1,122.0,6.3784261836515865,5.60947179518496,Attchd,7.394493107219038,1.7320508075688772,2.0,3,8,4,1712,1712,0,7.44600149832412,9.0,0.0,0.0,9,8,4,1,11.884495917930655
887,1393,Unf,7,386,Norm,125,2209,Edwards,3,2209,2.23606797749979,2703045457,0.0,1955.0,RL,Y,1955,5,0,10779215329,35,9.709113657218,16466,Normal,4879681,8,7.700747794511798,3910,1.4142135623730951,729000000.0,,0.6931471805599453,3,37.322915213043046,6.771935555839602,1,PConc,1.7320508075688772,,27,3.0,1393,900.0,2.1972245773362196,816,7.578656850594762,1,2,12,1.224744871391589,0.6931471805599453,6.257667587882639,2,37.322915213043046,0.0,1940449,300.0,1955,1.0,WD,1Fam,8,6,1,2,521,1.0,59.0,4.0943445622221,1,1,300,1.0,0,3,3.0,4,1940449,816,3,25,0,3,810000.0,2703045457,,0,1.0,1.0,30.0,,9,6.705639094860003,3,3.375,0,4,27,1,1.0,47.0,3.0,2008,0.0,2.25,5.583496308781699,1,0.0,5.707110264748875,4.804021044733257,Attchd,6.705639094860003,1.7320508075688772,1.5,3,1,4,1393,872,265,7.2399325913204695,9.0,0.0,0.0,9,8,1,1,11.816734299348461
888,3391,Unf,6,512,Norm,512,4434,NAmes,2,4434,2.8284271247461903,10896752313,3.0,1970.0,RL,Y,1970,8,351,87174018504,48,9.671933733861948,15865,Normal,19660356,8,8.39728289474368,3940,1.7320508075688772,6466042647.0,1.0,1.0986122886681098,4,47.085029467974216,7.704361167910313,0,PConc,2.0,3.0,64,3.0,2217,1863.0,2.1972245773362196,2217,7.58629630715272,2,3,16,1.7320508075688772,0.0,0.0,4,47.085029467974216,5.337538079701318,4915089,621.0,1970,2.0,WD,1Fam,8,6,2,2,0,1.4142135623730951,95.0,4.564348191467836,2,2,621,1.0,1,5,3.0,9,4915089,1043,4,64,207,3,3470769.0,10896752313,3.0,1,5.0,1.0,43.162483709814474,1.0,16,6.950814768442584,4,27.0,1,10,64,2,1.0,66.58828725834597,3.0,2007,5.863631175598097,9.0,5.41610040220442,1,0.0,6.432940092739179,4.406719247264253,Attchd,7.704361167910313,2.0,3.0,4,8,4,2217,2217,224,7.704361167910313,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.498745990829315
889,2529,RFn,4,162,Feedr,216,3010,NAmes,2,3010,2.449489742783178,3408862625,0.0,1953.0,RL,Y,1953,6,1024,27270901000,24,9.405989388981,12160,Normal,9060100,8,8.010027528481734,3906,1.4142135623730951,3477265875.0,1.0,1.0986122886681098,3,38.79432948254165,7.317212408359839,0,CBlock,1.7320508075688772,3.0,27,3.0,1505,1515.0,1.9459101490553132,1505,7.577633832602728,1,2,9,1.4142135623730951,0.0,0.0,1,38.79432948254165,0.0,2265025,505.0,1953,2.0,WD,1Fam,6,4,1,2,0,1.4142135623730951,128.0,4.859812404361672,1,2,505,1.0,1,5,3.0,4,2265025,481,3,36,0,4,2295225.0,3408862625,3.0,1,4.0,1.0,38.92300091205713,1.0,9,6.1779441140506,2,8.0,1,2,27,2,1.0,54.86346689738081,3.0,2009,6.932447891572509,4.0,0.0,1,90.0,6.226536669287466,0.0,Attchd,7.317212408359839,1.7320508075688772,2.0,3,8,4,1505,1505,0,7.317212408359839,9.0,0.6931471805599453,0.6931471805599453,9,8,4,1,11.915058360753719
890,924,Unf,7,0,Artery,125,1596,NAmes,3,1596,2.23606797749979,788889024,1.0,2003.0,RL,Y,1949,5,0,4065356736,35,8.99528899055931,8064,Normal,2547216,8,7.3758821482150125,3955,1.4142135623730951,5159780352.0,1.0,1.0986122886681098,3,30.397368307141328,6.511745329644728,0,CBlock,1.7320508075688772,1.0,27,3.0,924,1728.0,1.9459101490553132,672,7.604396348796338,1,2,12,1.0,0.0,5.53338948872752,2,30.397368307141328,0.0,853776,576.0,2006,1.0,WD,1Fam,6,6,1,2,252,1.4142135623730951,60.0,4.110873864173311,1,2,576,1.0,1,5,3.0,4,853776,672,3,25,0,4,2985984.0,788889024,1.0,0,1.0,1.0,41.569219381653056,1.0,9,6.511745329644728,3,1.0,1,7,27,2,1.0,39.949968710876355,3.0,2007,0.0,1.0,0.0,1,0.0,6.3578422665081,0.0,Detchd,6.511745329644728,1.7320508075688772,1.0,3,8,4,924,672,0,6.829793737512425,9.0,0.6931471805599453,0.0,9,8,4,1,11.719134432217524
891,2409,RFn,5,243,Norm,216,2601,Sawyer,2,2601,2.449489742783178,4767078987,0.0,1978.0,RL,Y,1978,6,226,17596287801,30,9.32232887392423,11184,Normal,6765201,8,7.86403565907245,3956,1.4142135623730951,2299968000.0,1.0,1.0986122886681098,3,41.02438299353203,6.823286122355687,1,CBlock,1.7320508075688772,3.0,27,3.0,1683,1320.0,2.0794415416798357,918,7.590346945602565,2,2,9,1.5811388300841898,0.6931471805599453,6.641182169740591,1,41.02438299353203,0.0,2832489,440.0,1978,1.0,WD,1Fam,7,4,1,2,765,1.4142135623730951,70.0,4.2626798770413155,1,2,440,1.0,1,4,3.0,4,2832489,192,3,36,0,4,1742400.0,4767078987,3.0,0,2.0,1.0,36.3318042491699,1.0,9,5.262690188904886,3,15.625,1,7,27,2,1.0,51.0,3.0,2009,5.424950017481403,6.25,0.0,1,92.0,6.089044875446846,5.497168225293202,Attchd,6.823286122355687,1.7320508075688772,2.5,3,8,4,1683,918,0,7.428927194802272,9.0,0.6931471805599453,0.0,9,8,4,1,12.058158312538197
